FiscalYear,Region,State,PollutantGroup,Pollutant,NumberOfTMDLs,CumulativeTMDLs
2015,03,VA,PATHOGENS,PATHOGENS,0,110
2015,03,VA,PESTICIDES,ALDRIN,0,1
2015,03,VA,PESTICIDES,ELDRIN,0,1
2015,03,VA,PESTICIDES,ENDRIN,0,1
2015,03,VA,PESTICIDES,NAPHTHALENE,0,1
2015,03,VA,PESTICIDES,TRIBUTYLTIN,0,8
2015,03,VA,PESTICIDES,XYLENE,0,1
2015,03,VA,PH/ACIDITY/CAUSTIC CONDITIONS,ALKALINITY,0,3
2015,03,VA,PH/ACIDITY/CAUSTIC CONDITIONS,PH,0,4
2015,03,VA,POLYCHLORINATED BIPHENYLS (PCBS),PCBS IN FISH TISSUE,0,0
2015,03,VA,POLYCHLORINATED BIPHENYLS (PCBS),PCBS IN SEDIMENT,0,3
2015,03,VA,POLYCHLORINATED BIPHENYLS (PCBS),POLYCHLORINATED BIPHENYLS (PCBS),0,89
2015,03,VA,SALINITY/TOTAL DISSOLVED SOLIDS/CHLORIDES/SULFATES,CHLORIDE,0,1
2015,03,VA,SALINITY/TOTAL DISSOLVED SOLIDS/CHLORIDES/SULFATES,TOTAL DISSOLVED SOLIDS (TDS),0,18
2015,03,VA,SEDIMENT,SEDIMENT,8,179
2015,03,VA,SHELLFISH HARVESTING ADVISORY,SHELLFISH HARVESTING ADVISORY,0,2
2015,03,VA,TEMPERATURE,TEMPERATURE,0,7
2015,03,VA,TOTAL RESIDUAL CHLORINE,TOTAL RESIDUAL CHLORINE,0,3
2015,03,VA,TOTAL TOXICS,WHOLE EFFLUENT TOXICITY (WET),0,4
2015,03,VA,TOXIC INORGANICS,CYANIDE,0,6
2015,03,VA,TOXIC ORGANICS,BENZENE,0,2
2015,03,VA,TOXIC ORGANICS,CHLOROFORM,0,1
2015,03,VA,TOXIC ORGANICS,DI-2-ETHYLHEXYL PHTHALATE,0,2
2015,03,VA,TOXIC ORGANICS,ETHYLBENZENE,0,1
2015,03,VA,TOXIC ORGANICS,ORGANICS,0,6
2015,03,VA,TOXIC ORGANICS,PENTACHLOROPHENOL (PCP),0,4
2015,03,VA,TOXIC ORGANICS,POLYCYCLIC AROMATIC HYDROCARBONS (PAHS) (AQUATIC ECOSYSTEMS),0,7
2015,03,VA,TOXIC ORGANICS,TOLUENE,0,1
2015,03,VA,TURBIDITY,TOTAL SUSPENDED SOLIDS (TSS),0,1866
2015,03,WV,ACID,ACID,0,27
2015,03,WV,BIOLOGICAL,BIOLOGICAL,0,84
2015,03,WV,BIOLOGICAL IMPAIRMENT,BIOLOGICAL IMPAIRMENT,0,1
2015,03,WV,BIOLOGY,BIOLOGY,0,2
2015,03,WV,CARBONACEOUS BOD,CARBONACEOUS BOD,0,1
2015,03,WV,DIOXINS,DIOXIN,0,5
2015,03,WV,FECAL,FECAL,0,1
2015,03,WV,MERCURY,MERCURY,0,1
2015,03,WV,METALS (OTHER THAN MERCURY),ALUMINUM,0,590
2015,03,WV,METALS (OTHER THAN MERCURY),"ALUMINUM, DISSOLVED",5,5
2015,03,WV,METALS (OTHER THAN MERCURY),BERYLLIUM,0,0
2015,03,WV,METALS (OTHER THAN MERCURY),IRON,81,2065
2015,03,WV,METALS (OTHER THAN MERCURY),LEAD,0,1
2015,03,WV,METALS (OTHER THAN MERCURY),MANGANESE,3,406
2015,03,WV,METALS (OTHER THAN MERCURY),SELENIUM,41,60
2015,03,WV,METALS (OTHER THAN MERCURY),ZINC,0,1
2015,03,WV,NITROGENOUS BOD,NITROGENOUS BOD,0,1
2015,03,WV,NUTRIENTS,PHOSPHORUS,0,6
2015,03,WV,ORGANIC ENRICHMENT/OXYGEN DEPLETION,DISSOLVED OXYGEN,2,2
2015,03,WV,ORGANIC ENRICHMENT/OXYGEN DEPLETION,ORGANIC ENRICHMENT,0,13
2015,03,WV,ORGANIC ENRICHMENT/OXYGEN DEPLETION,ORGANIC ENRICHMENT (SEWAGE) BIOLOGICAL INDICATORS,0,4
2015,03,WV,PATHOGENS,FECAL COLIFORM,72,1214
2015,03,WV,PH/ACIDITY/CAUSTIC CONDITIONS,PH,7,452
2015,03,WV,POLYCHLORINATED BIPHENYLS (PCBS),POLYCHLORINATED BIPHENYLS (PCBS),0,7
2015,03,WV,SALINITY/TOTAL DISSOLVED SOLIDS/CHLORIDES/SULFATES,CHLORIDE,9,27
2015,03,WV,SEDIMENT,SEDIMENT,0,82
2015,03,WV,SEDIMENT,SEDIMENTATION,0,1
2015,04,AL,AMMONIA,AMMONIA,0,6
2015,04,AL,CARBONACEOUS BOD,CARBONACEOUS BOD,0,58
2015,04,AL,CHEMICAL BIOLOGICAL OXYGEN DEMAND 5 DAY AVERAGE,CHEMICAL BIOLOGICAL OXYGEN DEMAND 5 DAY AVERAGE,0,1
2015,04,AL,ENTEROCOCCUS BACTERIA,ENTEROCOCCUS BACTERIA,0,5
2015,04,AL,METALS (OTHER THAN MERCURY),ALUMINUM,0,2
2015,04,AL,METALS (OTHER THAN MERCURY),COPPER,0,1
2015,04,AL,METALS (OTHER THAN MERCURY),IRON,0,3
2015,04,AL,METALS (OTHER THAN MERCURY),LEAD,0,1
2015,04,AL,METALS (OTHER THAN MERCURY),METALS (OTHER THAN MERCURY),0,1
2015,04,AL,METALS (OTHER THAN MERCURY),ZINC,0,1
2015,04,AL,NH3-N,NH3-N,0,10
2015,04,AL,NITROGENOUS BOD,NITROGENOUS BOD,0,30
2015,04,AL,NUTRIENTS,"NITROGEN, TOTAL",0,18
2015,04,AL,NUTRIENTS,NUTRIENTS,0,4
2015,04,AL,NUTRIENTS,"PHOSPHORUS, TOTAL",0,45
2015,04,AL,ORGANIC ENRICHMENT/LOW DISSOLVED OXYGEN,ORGANIC ENRICHMENT/LOW DISSOLVED OXYGEN,0,54
2015,04,AL,OTHER HABITAT ALTERATION(S),OTHER HABITAT ALTERATION(S),0,2
2015,04,AL,PATHOGENS,ESCHERICHIA COLI (E. COLI),0,24
2015,04,AL,PATHOGENS,FECAL COLIFORM,0,48
2015,04,AL,PATHOGENS,PATHOGENS,0,28
2015,04,AL,PESTICIDES,ATRAZINE,0,1
2015,04,AL,PESTICIDES,CHLORPYRIFOS,0,1
2015,04,AL,PESTICIDES,ENDOSULFAN,0,2
2015,04,AL,PESTICIDES,METHYL PARATHION,0,2
2015,04,AL,PESTICIDES,PESTICIDES,0,2
2015,04,AL,PH/ACIDITY/CAUSTIC CONDITIONS,PH,0,2
2015,04,AL,PRIORITY ORGANICS - PCBS,PRIORITY ORGANICS - PCBS,0,1
2015,04,AL,PRIORITY ORGANICS COMPOUNDS,PRIORITY ORGANICS COMPOUNDS,0,1
2015,04,AL,SEDIMENT,SEDIMENT,0,28
2015,04,AL,SEDIMENT,SILTATION,0,27
2015,04,AL,TURBIDITY,TOTAL SUSPENDED SOLIDS (TSS),0,8
2015,04,AL,TURBIDITY,TURBIDITY,0,2
2015,04,FL,AMMONIA,AMMONIA,0,2
2015,04,FL,AMMONIA,"AMMONIA, UN-IONIZED",0,2
2015,04,FL,COLIFORMS,COLIFORMS,0,2
2015,04,FL,DIOXINS,DIOXIN,0,1
2015,04,FL,FECAL,FECAL,0,83
2015,04,FL,FISH CONSUMPTION ADVISORY - PBB,FISH CONSUMPTION ADVISORY - PBB,0,1
2015,04,FL,MERCURY,MERCURY,0,1166
2015,04,FL,MERCURY,MERCURY IN FISH TISSUE,0,0
2015,04,FL,METALS (OTHER THAN MERCURY),COPPER,0,1
2015,04,FL,METALS (OTHER THAN MERCURY),IRON,0,11
2015,04,FL,METALS (OTHER THAN MERCURY),LEAD,0,5
2015,04,FL,METALS (OTHER THAN MERCURY),SELENIUM,0,3
2015,04,FL,METALS (OTHER THAN MERCURY),SILVER,0,15
2015,04,FL,NITRATE/NITRITE,NITRATE/NITRITE,0,1
2015,04,FL,NITRATES,NITRATES,0,1
2015,04,FL,NUTRIENTS,NITRATE,0,23
2015,04,FL,NUTRIENTS,NITRATE/NITRITE (NITRITE + NITRATE AS N),0,0
2015,04,FL,NUTRIENTS,NITROGEN,0,1
2015,04,FL,NUTRIENTS,"NITROGEN, TOTAL",2,291
2015,04,FL,NUTRIENTS,PHOSPHATE,0,0
2015,04,FL,NUTRIENTS,PHOSPHORUS,0,1
2015,04,FL,NUTRIENTS,"PHOSPHORUS, TOTAL",2,279
2015,04,FL,ORGANIC ENRICHMENT/OXYGEN DEPLETION,BIOCHEMICAL OXYGEN DEMAND (BOD),0,119
2015,04,FL,ORGANIC ENRICHMENT/OXYGEN DEPLETION,DISSOLVED OXYGEN,1,4
2015,04,FL,PATHOGENS,FECAL COLIFORM,17,185
2015,04,FL,PATHOGENS,TOTAL COLIFORM,0,50
2015,04,FL,TURBIDITY,TOTAL SUSPENDED SOLIDS (TSS),0,6
2015,04,FL,TURBIDITY,TURBIDITY,0,10
2015,04,FL,UNLISTED BUT IMPAIRED,UNLISTED BUT IMPAIRED,0,3
2015,04,GA,ADDITIVE TOXICITY FOR ORGANOPHOSPHATE PESTICIDES,ADDITIVE TOXICITY FOR ORGANOPHOSPHATE PESTICIDES,0,0
2015,04,GA,ALGAL GROWTH,CHLOROPHYLL-A,0,0
2015,04,GA,AMMONIA,AMMONIA,0,1
2015,04,GA,CARBONACEOUS BOD,CARBONACEOUS BOD,0,5
2015,04,GA,CHLORIDES,CHLORIDES,0,1
2015,04,GA,DDD,DDD,0,1
2015,04,GA,ENTEROCOCCUS BACTERIA,ENTEROCOCCUS BACTERIA,0,0
2015,04,GA,FISH CONSUMPTION ADVISORY - PCBS,FISH CONSUMPTION ADVISORY - PCBS,0,3
2015,04,GA,LOW PH,LOW PH,0,6
2015,04,GA,MERCURY,MERCURY,0,61
2015,04,GA,MERCURY,MERCURY IN FISH TISSUE,0,5
2015,04,GA,METALS (OTHER THAN MERCURY),CADMIUM,0,3
2015,04,GA,METALS (OTHER THAN MERCURY),COPPER,0,15
2015,04,GA,METALS (OTHER THAN MERCURY),LEAD,0,9
2015,04,GA,METALS (OTHER THAN MERCURY),SELENIUM - CHRONIC,0,0
2015,04,GA,METALS (OTHER THAN MERCURY),"SELENIUM, DISSOLVED",0,0
2015,04,GA,METALS (OTHER THAN MERCURY),ZINC,0,8
2015,04,GA,NITROGENOUS BOD,NITROGENOUS BOD,0,5
2015,04,GA,NUTRIENTS,"NITROGEN, TOTAL",0,103
2015,04,GA,NUTRIENTS,"PHOSPHORUS, TOTAL",0,105
2015,04,GA,ORGANIC ENRICHMENT/OXYGEN DEPLETION,BIOCHEMICAL OXYGEN DEMAND (BOD),0,27
2015,04,GA,ORGANIC ENRICHMENT/OXYGEN DEPLETION,DISSOLVED OXYGEN,0,45
2015,04,GA,ORGANIC ENRICHMENT/OXYGEN DEPLETION,TOTAL ORGANIC CARBON (TOC),0,99
2015,04,GA,OXYGEN DEMAND,OXYGEN DEMAND,0,44
2015,04,GA,PATHOGENS,ENTEROCOCCUS,0,0
2015,04,GA,PATHOGENS,ESCHERICHIA COLI (E. COLI),0,0
2015,04,GA,PATHOGENS,FECAL COLIFORM,0,746
2015,04,GA,PESTICIDES,CHLORDANE,0,2
2015,04,GA,PESTICIDES,DIELDRIN,0,4
2015,04,GA,PESTICIDES,TOXAPHENE,0,2
2015,04,GA,PH/ACIDITY/CAUSTIC CONDITIONS,PH,0,10
2015,04,GA,POLYCHLORINATED BIPHENYLS (PCBS),POLYCHLORINATED BIPHENYLS (PCBS),0,35
2015,04,GA,PRIORITY ORGANICS - PCBS,PRIORITY ORGANICS - PCBS,0,34
2015,04,GA,SEDIMENT,SEDIMENT,0,280
2015,04,GA,SEDIMENT,SILTATION,0,98
2015,04,GA,TEMPERATURE,TEMPERATURE,0,2
2015,04,GA,TOTAL TOXICS,CHRONIC TOXICITY,0,6
2015,04,GA,TOTAL TOXICS,TOXICITY,0,6
2015,04,GA,TURBIDITY,TOTAL SUSPENDED SOLIDS (TSS),0,0
2015,04,KY,CARBONACEOUS BOD,CARBONACEOUS BOD,0,8
2015,04,KY,CHLORIDES,CHLORIDES,0,5
2015,04,KY,LOW PH,LOW PH,0,1
2015,04,KY,METALS (OTHER THAN MERCURY),CADMIUM,1,1
2015,04,KY,METALS (OTHER THAN MERCURY),COPPER,0,0
2015,04,KY,METALS (OTHER THAN MERCURY),IRON,4,4
2015,04,KY,METALS (OTHER THAN MERCURY),LEAD,0,0
2015,04,KY,METALS (OTHER THAN MERCURY),NICKEL,1,1
2015,04,KY,METALS (OTHER THAN MERCURY),ZINC,4,4
2015,04,KY,NH3-N,NH3-N,0,8
2015,04,KY,NUTRIENTS,"PHOSPHORUS, TOTAL",0,4
2015,04,KY,PATHOGENS,ESCHERICHIA COLI (E. COLI),0,142
2015,04,KY,PATHOGENS,FECAL COLIFORM,0,58
2015,04,KY,PATHOGENS,PATHOGENS,0,91
2015,04,KY,PH/ACIDITY/CAUSTIC CONDITIONS,PH,6,16
2015,04,KY,POLYCHLORINATED BIPHENYLS (PCBS),POLYCHLORINATED BIPHENYLS (PCBS),0,1
2015,04,KY,TOTAL RESIDUAL CHLORINE,TOTAL RESIDUAL CHLORINE,0,1
2015,04,MS,ACUTE TOXICITY,ACUTE TOXICITY,0,1
2015,04,MS,AMMONIA,"AMMONIA, UN-IONIZED",0,32
2015,04,MS,AMMONIA,AMMONIA-NITROGEN,0,3
2015,04,MS,CARBONACEOUS BOD,CARBONACEOUS BOD,0,10
2015,04,MS,CHLORINE,CHLORINE,0,1
2015,04,MS,DDT,DDT,0,148
2015,04,MS,DIOXINS,DIOXIN,0,1
2015,04,MS,LOW PH,LOW PH,0,6
2015,04,MS,MERCURY,MERCURY,0,28
2015,04,MS,MERCURY,"MERCURY, TOTAL",0,1
2015,04,MS,METALS (OTHER THAN MERCURY),ALUMINUM,0,1
2015,04,MS,METALS (OTHER THAN MERCURY),CADMIUM,0,1
2015,04,MS,METALS (OTHER THAN MERCURY),LEAD,0,1
2015,04,MS,NITROGENOUS BOD,NITROGENOUS BOD,0,1
2015,04,MS,NUTRIENTS,"NITROGEN, TOTAL",0,139
2015,04,MS,NUTRIENTS,NUTRIENTS,0,5
2015,04,MS,NUTRIENTS,"PHOSPHORUS, TOTAL",0,146
2015,04,MS,OIL AND GREASE,OIL AND GREASE,0,1
2015,04,MS,ORGANIC ENRICHMENT/LOW DISSOLVED OXYGEN,ORGANIC ENRICHMENT/LOW DISSOLVED OXYGEN,0,7
2015,04,MS,ORGANIC ENRICHMENT/OXYGEN DEPLETION,BIOCHEMICAL OXYGEN DEMAND (BOD),0,150
2015,04,MS,ORGANIC ENRICHMENT/OXYGEN DEPLETION,DISSOLVED OXYGEN,0,1
2015,04,MS,ORGANIC ENRICHMENT/OXYGEN DEPLETION,ORGANIC ENRICHMENT,0,1
2015,04,MS,PATHOGENS,ENTEROCOCCUS,0,0
2015,04,MS,PATHOGENS,ESCHERICHIA COLI (E. COLI),0,13
2015,04,MS,PATHOGENS,FECAL COLIFORM,0,210
2015,04,MS,PATHOGENS,PATHOGENS,0,1
2015,04,MS,PESTICIDES,"4,4'-DDT",0,1
2015,04,MS,PESTICIDES,TOXAPHENE,0,153
2015,04,MS,PH/ACIDITY/CAUSTIC CONDITIONS,PH,0,8
2015,04,MS,POLYCHLORINATED BIPHENYLS (PCBS),POLYCHLORINATED BIPHENYLS (PCBS),0,3
2015,04,MS,SALINITY/TOTAL DISSOLVED SOLIDS/CHLORIDES/SULFATES,CONDUCTIVITY,0,4
2015,04,MS,SEDIMENT,SEDIMENT,0,132
2015,04,MS,SEDIMENT,SEDIMENTATION,0,0
2015,04,MS,SEDIMENT,SEDIMENTATION/SILTATION,0,9
2015,04,MS,SEDIMENT,SILTATION,0,169
2015,04,MS,TOTAL TOXICS,CHRONIC TOXICITY,0,8
2015,04,MS,TOTAL TOXICS,TOTAL TOXICS,0,3
2015,04,MS,TOTAL TOXICS,TOXICITY,0,14
2015,04,MS,TOXIC ORGANICS,PENTACHLOROPHENOL (PCP),0,1
2015,04,MS,TOXIC ORGANICS,PHENOL,0,4
2015,04,NC,AQUATIC WEEDS,AQUATIC WEEDS,0,5
2015,04,NC,CAUSE UNKNOWN - IMPAIRED BIOTA,BIOLOGICAL INTEGRITY,0,4
2015,04,NC,DIOXINS,DIOXIN,0,5
2015,04,NC,FECAL,FECAL,0,15
2015,04,NC,MERCURY,MERCURY,0,35
2015,04,NC,METALS (OTHER THAN MERCURY),CADMIUM,0,1
2015,04,NC,METALS (OTHER THAN MERCURY),"CHROMIUM, TOTAL",0,5
2015,04,NC,METALS (OTHER THAN MERCURY),COPPER,0,1
2015,04,NC,METALS (OTHER THAN MERCURY),LEAD,0,6
2015,04,NC,METALS (OTHER THAN MERCURY),NICKEL,0,5
2015,04,NC,METALS (OTHER THAN MERCURY),SELENIUM,0,3
2015,04,NC,NUTRIENTS,NITROGEN,0,2
2015,04,NC,NUTRIENTS,"NITROGEN, TOTAL",0,16
2015,04,NC,NUTRIENTS,"PHOSPHORUS, TOTAL",0,15
2015,04,NC,ORGANIC ENRICHMENT/OXYGEN DEPLETION,BIOCHEMICAL OXYGEN DEMAND (BOD),0,1
2015,04,NC,OTHER CAUSE,POLLUTANTS IN URBAN STORMWATER,0,3
2015,04,NC,PATHOGENS,FECAL COLIFORM,0,129
2015,04,NC,PH/ACIDITY/CAUSTIC CONDITIONS,ALKALINITY,0,2
2015,04,NC,PH/ACIDITY/CAUSTIC CONDITIONS,PH,0,0
2015,04,NC,TOTAL RESIDUAL CHLORINE,TOTAL RESIDUAL CHLORINE,0,6
2015,04,NC,TOXIC INORGANICS,CYANIDE,0,12
2015,04,NC,TOXIC ORGANICS,FLUORENE,0,4
2015,04,NC,TURBIDITY,TOTAL SUSPENDED SOLIDS (TSS),0,18
2015,04,NC,TURBIDITY,TURBIDITY,0,5
2015,04,SC,AMMONIA,AMMONIA,0,13
2015,04,SC,CARBONACEOUS BOD,CARBONACEOUS BOD,0,10
2015,04,SC,NH3-N,NH3-N,0,2
2015,04,SC,NUTRIENTS,PHOSPHORUS,0,2
2015,04,SC,ORGANIC ENRICHMENT/OXYGEN DEPLETION,BIOCHEMICAL OXYGEN DEMAND (BOD),0,28
2015,04,SC,ORGANIC ENRICHMENT/OXYGEN DEPLETION,DISSOLVED OXYGEN,0,4
2015,04,SC,OXYGEN DEMAND,OXYGEN DEMAND,0,2
2015,04,SC,PATHOGENS,ENTEROCOCCUS,0,0
2015,04,SC,PATHOGENS,ESCHERICHIA COLI (E. COLI),6,33
2015,04,SC,PATHOGENS,FECAL COLIFORM,2,626
2015,04,SC,PH/ACIDITY/CAUSTIC CONDITIONS,PH,0,4
2015,04,SC,TURBIDITY,TOTAL SUSPENDED SOLIDS (TSS),0,3
2015,04,TN,AMMONIA,"AMMONIA, UN-IONIZED",0,2
2015,04,TN,CARBONACEOUS BOD,CARBONACEOUS BOD,0,13
2015,04,TN,DIOXINS,DIOXIN IN FISH TISSUE,0,6
2015,04,TN,DIOXINS,DIOXINS,0,4
2015,04,TN,LOW PH,LOW PH,0,7
2015,04,TN,METALS (OTHER THAN MERCURY),ARSENIC,0,9
2015,04,TN,METALS (OTHER THAN MERCURY),CADMIUM,0,1
2015,04,TN,METALS (OTHER THAN MERCURY),COPPER,0,1
2015,04,TN,METALS (OTHER THAN MERCURY),IRON,0,12
2015,04,TN,METALS (OTHER THAN MERCURY),LEAD,0,1
2015,04,TN,METALS (OTHER THAN MERCURY),MANGANESE,0,5
2015,04,TN,METALS (OTHER THAN MERCURY),ZINC,0,1
2015,04,TN,NUTRIENTS,"NITROGEN, TOTAL",0,41
2015,04,TN,NUTRIENTS,"PHOSPHORUS, TOTAL",0,40
2015,04,TN,OTHER HABITAT ALTERATION(S),OTHER HABITAT ALTERATION(S),0,60
2015,04,TN,PATHOGENS,ESCHERICHIA COLI (E. COLI),17,606
2015,04,TN,PATHOGENS,FECAL COLIFORM,0,64
2015,04,TN,PESTICIDES,CHLORDANE,0,11
2015,04,TN,PESTICIDES,CHLORDANE IN FISH TISSUE,0,6
2015,04,TN,PH/ACIDITY/CAUSTIC CONDITIONS,ALKALINITY,0,18
2015,04,TN,PH/ACIDITY/CAUSTIC CONDITIONS,PH,0,10
2015,04,TN,POLYCHLORINATED BIPHENYLS (PCBS),PCBS IN FISH TISSUE,0,1
2015,04,TN,POLYCHLORINATED BIPHENYLS (PCBS),POLYCHLORINATED BIPHENYLS (PCBS),0,21
2015,04,TN,SALINITY/TOTAL DISSOLVED SOLIDS/CHLORIDES/SULFATES,SALINITY/TOTAL DISSOLVED SOLIDS/CHLORIDES,0,1
2015,04,TN,SEDIMENT,SEDIMENT,0,6
2015,04,TN,SEDIMENT,SEDIMENTATION/SILTATION,0,0
2015,04,TN,SEDIMENT,SILTATION,0,336
2015,04,TN,TOXIC INORGANICS,ANTIMONY,0,1
2015,05,IL,ALGAL GROWTH,ALGAL GROWTH,0,7
2015,05,IL,ALGAL GROWTH,EXCESS ALGAL GROWTH,0,3
2015,05,IL,AMMONIA,AMMONIA,0,3
2015,05,IL,AMMONIA,"AMMONIA, TOTAL",0,7
2015,05,IL,AMMONIA,AMMONIA-NITROGEN,0,5
2015,05,IL,AQUATIC WEEDS,AQUATIC WEEDS,0,1
2015,05,IL,CARBONACEOUS BOD,CARBONACEOUS BOD,0,3
2015,05,IL,CAUSE UNKNOWN,CAUSE UNKNOWN,0,1
2015,05,IL,CHLORIDES,CHLORIDES,0,2
2015,05,IL,HABITAT ALTERATIONS,HABITAT ALTERATIONS,0,1
2015,05,IL,IMPAIRED HABITAT,IMPAIRED HABITAT,0,1
2015,05,IL,MERCURY,MERCURY,0,0
2015,05,IL,METALS (OTHER THAN MERCURY),CADMIUM,0,2
2015,05,IL,METALS (OTHER THAN MERCURY),COPPER,0,3
2015,05,IL,METALS (OTHER THAN MERCURY),IRON,0,6
2015,05,IL,METALS (OTHER THAN MERCURY),"IRON, DISSOLVED",0,0
2015,05,IL,METALS (OTHER THAN MERCURY),MANGANESE,0,77
2015,05,IL,METALS (OTHER THAN MERCURY),METALS (OTHER THAN MERCURY),0,4
2015,05,IL,METALS (OTHER THAN MERCURY),NICKEL,0,2
2015,05,IL,METALS (OTHER THAN MERCURY),SILVER,0,7
2015,05,IL,METALS (OTHER THAN MERCURY),ZINC,0,2
2015,05,IL,NITRATES,NITRATES,0,7
2015,05,IL,NOXIOUS AQUATIC PLANTS,NOXIOUS AQUATIC PLANTS,0,1
2015,05,IL,NUTRIENTS,"NITROGEN, NITRATE",0,0
2015,05,IL,NUTRIENTS,"NITROGEN, TOTAL",0,1
2015,05,IL,NUTRIENTS,NUTRIENTS,0,11
2015,05,IL,NUTRIENTS,PHOSPHORUS,0,10
2015,05,IL,NUTRIENTS,"PHOSPHORUS, TOTAL",0,68
2015,05,IL,ORGANIC ENRICHMENT/LOW DISSOLVED OXYGEN,ORGANIC ENRICHMENT/LOW DISSOLVED OXYGEN,0,7
2015,05,IL,ORGANIC ENRICHMENT/OXYGEN DEPLETION,BIOCHEMICAL OXYGEN DEMAND (BOD),0,7
2015,05,IL,ORGANIC ENRICHMENT/OXYGEN DEPLETION,"BIOCHEMICAL OXYGEN DEMAND (BOD), CARBONACEOUS",0,0
2015,05,IL,ORGANIC ENRICHMENT/OXYGEN DEPLETION,DISSOLVED OXYGEN,0,13
2015,05,IL,ORGANIC ENRICHMENT/OXYGEN DEPLETION,SEDIMENT OXYGEN DEMAND,0,0
2015,05,IL,PATHOGENS,ESCHERICHIA COLI (E. COLI),0,51
2015,05,IL,PATHOGENS,FECAL COLIFORM,0,67
2015,05,IL,PESTICIDES,ALDRIN,0,1
2015,05,IL,PESTICIDES,ATRAZINE,0,11
2015,05,IL,PESTICIDES,CHLORDANE,0,1
2015,05,IL,PESTICIDES,SIMAZINE,0,0
2015,05,IL,PESTICIDES,TERBUFOS,0,0
2015,05,IL,PH/ACIDITY/CAUSTIC CONDITIONS,PH,0,12
2015,05,IL,POLYCHLORINATED BIPHENYLS (PCBS),POLYCHLORINATED BIPHENYLS (PCBS),0,0
2015,05,IL,SALINITY/TOTAL DISSOLVED SOLIDS/CHLORIDES/SULFATES,CHLORIDE,0,10
2015,05,IL,SALINITY/TOTAL DISSOLVED SOLIDS/CHLORIDES/SULFATES,SULFATE,0,6
2015,05,IL,SALINITY/TOTAL DISSOLVED SOLIDS/CHLORIDES/SULFATES,TOTAL DISSOLVED SOLIDS (TDS),0,9
2015,05,IL,SEDIMENT,SEDIMENT,0,2
2015,05,IL,SEDIMENT,SEDIMENTATION/SILTATION,0,10
2015,05,IL,SEDIMENT,SILTATION,0,8
2015,05,IL,SULFATES,SULFATES,0,11
2015,05,IL,SUSPENDED SOLIDS,SUSPENDED SOLIDS,0,11
2015,05,IL,TURBIDITY,TOTAL SUSPENDED SOLIDS (TSS),0,30
2015,05,IN,AMMONIA,AMMONIA,0,1
2015,05,IN,CARBONACEOUS BOD,CARBONACEOUS BOD,0,1
2015,05,IN,NITRITE/NITRATE,NITRITE/NITRATE,0,22
2015,05,IN,NUTRIENTS,"NITROGEN, TOTAL",0,20
2015,05,IN,NUTRIENTS,PHOSPHORUS,0,58
2015,05,IN,NUTRIENTS,"PHOSPHORUS, TOTAL",1,72
2015,05,IN,PATHOGENS,ESCHERICHIA COLI (E. COLI),84,1011
2015,05,IN,PATHOGENS,PATHOGENS,0,22
2015,05,IN,SEDIMENT,TOTAL SUSPENDED SEDIMENT,0,0
2015,05,IN,TURBIDITY,TOTAL SUSPENDED SOLIDS (TSS),6,98
2015,05,MI,MERCURY,MERCURY,0,1
2015,05,MI,METALS (OTHER THAN MERCURY),COPPER,0,0
2015,05,MI,NUTRIENTS,NITROGEN,0,1
2015,05,MI,NUTRIENTS,PHOSPHORUS,0,10
2015,05,MI,NUTRIENTS,"PHOSPHORUS, TOTAL",0,10
2015,05,MI,ORGANIC ENRICHMENT/LOW DISSOLVED OXYGEN,ORGANIC ENRICHMENT/LOW DISSOLVED OXYGEN,0,1
2015,05,MI,PATHOGENS,ESCHERICHIA COLI (E. COLI),0,130
2015,05,MI,PATHOGENS,PATHOGENS,0,9
2015,05,MI,POLYCHLORINATED BIPHENYLS (PCBS),POLYCHLORINATED BIPHENYLS (PCBS),0,51
2015,05,MI,SEDIMENT,SEDIMENT,0,15
2015,05,MI,TURBIDITY,TOTAL SUSPENDED SOLIDS (TSS),0,17
2015,05,MI,UNTREATED SEWAGE DISCHARGES,UNTREATED SEWAGE DISCHARGES,0,1
2015,05,MN,ADDITIVE TOXICITY FOR ORGANOPHOSPHATE PESTICIDES,ADDITIVE TOXICITY FOR ORGANOPHOSPHATE PESTICIDES,0,0
2015,05,MN,AMMONIA,"AMMONIA, TOTAL",0,1
2015,05,MN,CARBONACEOUS BOD,CARBONACEOUS BOD,3,10
2015,05,MN,FECAL,FECAL,0,5
2015,05,MN,MERCURY,MERCURY,0,1257
2015,05,MN,NITROGENOUS BOD,NITROGENOUS BOD,3,3
2015,05,MN,NUTRIENTS,NITRATE,0,0
2015,05,MN,NUTRIENTS,PHOSPHORUS,0,13
2015,05,MN,NUTRIENTS,"PHOSPHORUS, TOTAL",72,219
2015,05,MN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,BIOCHEMICAL OXYGEN DEMAND (BOD),0,2
2015,05,MN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,DISSOLVED OXYGEN,0,1
2015,05,MN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,SEDIMENT OXYGEN DEMAND,0,1
2015,05,MN,OXYGEN DEMAND,OXYGEN DEMAND,3,9
2015,05,MN,PATHOGENS,ESCHERICHIA COLI (E. COLI),42,68
2015,05,MN,PATHOGENS,FECAL COLIFORM,0,123
