FiscalYear,Region,State,PollutantGroup,Pollutant,NumberOfTMDLs,CumulativeTMDLs
2010,6,TX,Pesticides,"4,4'-DDD",0,1
2010,6,TX,Pesticides,"4,4'-DDT",0,1
2010,6,TX,Pesticides,Atrazine,0,1
2010,6,TX,Pesticides,Chlordane,0,10
2010,6,TX,Pesticides,DDD,0,1
2010,6,TX,Pesticides,DDE,0,4
2010,6,TX,Pesticides,DDT,0,2
2010,6,TX,Pesticides,Dieldrin,0,4
2010,6,TX,Pesticides,Endrin,0,1
2010,6,TX,Pesticides,Heptachlor,0,1
2010,6,TX,Pesticides,Heptachlor Epoxide,0,2
2010,6,TX,Pesticides,Hexachlorobenzene,0,1
2010,6,TX,Pesticides,Lindane,0,1
2010,6,TX,Pesticides,Toxaphene,0,1
2010,6,TX,Polychlorinated Biphenyls (PCBs),PCB(s) in Fish Tissue,0,1
2010,6,TX,Polychlorinated Biphenyls (PCBs),Polychlorinated Biphenyls (PCBs),0,5
2010,6,TX,Salinity/Total Dissolved Solids/Chlorides/Sulfates,Chloride,0,2
2010,6,TX,Salinity/Total Dissolved Solids/Chlorides/Sulfates,Sulfate,0,1
2010,6,TX,Salinity/Total Dissolved Solids/Chlorides/Sulfates,Sulfates,0,1
2010,6,TX,Salinity/Total Dissolved Solids/Chlorides/Sulfates,Total Dissolved Solids (TDS),0,3
2010,6,TX,Toxic Organics,"1,1,2-Trichloroethane",0,2
2010,7,IA,Algal Growth,Algae,1,17
2010,7,IA,Algal Growth,Algal Growth,2,2
2010,7,IA,Algal Growth,Excess Algal Growth,0,1
2010,7,IA,Ammonia,Ammonia,1,3
2010,7,IA,Noxious Aquatic Plants,Noxious Aquatic Plants,0,3
2010,7,IA,Nutrients,Nitrate,0,6
2010,7,IA,Nutrients,Nitrous Oxide (NOX),0,1
2010,7,IA,Nutrients,Nutrients,0,14
2010,7,IA,Nutrients,Other Nutrients,1,1
2010,7,IA,Nutrients,Phosphorus,0,3
2010,7,IA,Nutrients,"Phosphorus, Total",2,4
2010,7,IA,Organic Enrichment/Oxygen Depletion,Dissolved Oxygen,1,1
2010,7,IA,Organic Enrichment/Oxygen Depletion,Organic Enrichment,0,6
2010,7,IA,Organic Enrichment/Oxygen Depletion,Oxygen Demand,0,1
2010,7,IA,Pathogens,Escherichia Coli (E. Coli),14,35
2010,7,IA,Pathogens,Pathogens,0,4
2010,7,IA,Pesticides,Atrazine,1,3
2010,7,IA,Pesticides,Chlordane,0,1
2010,7,IA,Pesticides,Chlordane in Fish Tissue,0,1
2010,7,IA,Sediment,Sediment,0,4
2010,7,IA,Sediment,Siltation,0,22
2010,7,IA,Temperature,Thermal Modifications,0,1
2010,7,IA,Toxic Organics,Priority Organics Compounds,0,1
2010,7,IA,Turbidity,Suspended Solids,1,2
2010,7,IA,Turbidity,Turbidity,2,26
2010,7,IA,pH/Acidity/Caustic Conditions,pH,1,2
2010,7,KS,Algal Growth,Aquatic Weeds or Algae,0,9
2010,7,KS,Ammonia,Ammonia,0,7
2010,7,KS,Ammonia,"Ammonia, Un-ionized",0,4
2010,7,KS,Cause Unknown - Impaired Biota,Biology,0,32
2010,7,KS,Mercury,Mercury,0,5
2010,7,KS,Metals (other than Mercury),Beryllium,0,1
2010,7,KS,Metals (other than Mercury),Cadmium,0,3
2010,7,KS,Metals (other than Mercury),Copper,0,65
2010,7,KS,Metals (other than Mercury),Lead,0,15
2010,7,KS,Metals (other than Mercury),Selenium,0,286
2010,7,KS,Metals (other than Mercury),Zinc,0,17
2010,7,KS,Noxious Aquatic Plants,Macrophytes,0,3
2010,7,KS,Noxious Aquatic Plants,Noxious Aquatic Plants,0,4
2010,7,KS,Nutrients,Eutrophication,0,136
2010,7,KS,Nutrients,Nitrate,9,18
2010,7,KS,Nutrients,Nitrogen,0,3
2010,7,KS,Nutrients,"Nitrogen, Total",0,8
2010,7,KS,Nutrients,Nutrients,0,7
2010,7,KS,Nutrients,Phosphorus,0,11
2010,7,KS,Nutrients,"Phosphorus, Total",0,9
2010,7,KS,Organic Enrichment/Oxygen Depletion,Biochemical Oxygen Demand (BOD),0,18
2010,7,KS,Organic Enrichment/Oxygen Depletion,Dissolved Oxygen,0,279
2010,7,KS,Organic Enrichment/Oxygen Depletion,Nutrients Oxygen Demand,0,46
2010,7,KS,Organic Enrichment/Oxygen Depletion,Total Organic Carbon (TOC),0,13
2010,7,KS,Pathogens,Escherichia Coli (E. Coli),19,47
2010,7,KS,Pathogens,Fecal Coliform,0,472
2010,7,KS,Pesticides,Alachlor,0,1
2010,7,KS,Pesticides,Atrazine,0,40
2010,7,KS,Pesticides,Chlordane,0,7
2010,7,KS,Pesticides,Chlordane in Fish Tissue,0,16
2010,7,KS,Salinity/Total Dissolved Solids/Chlorides/Sulfates,Chloride,0,353
2010,7,KS,Salinity/Total Dissolved Solids/Chlorides/Sulfates,Sulfate,0,584
2010,7,KS,Sediment,Sediment,0,20
2010,7,KS,Sediment,Sedimentation/Siltation,0,1
2010,7,KS,Sediment,Siltation,0,19
2010,7,KS,Toxic Inorganics,Boron,0,6
2010,7,KS,Toxic Inorganics,Fluoride,0,76
2010,7,KS,Turbidity,Suspended Solids,0,25
2010,7,KS,Turbidity,Total Suspended Solids (TSS),9,23
2010,7,KS,pH/Acidity/Caustic Conditions,pH,0,75
2010,7,MO,Algal Growth,Algae,0,1
2010,7,MO,Algal Growth,Nutrients - Algae,0,1
2010,7,MO,Ammonia,Ammonia,0,4
2010,7,MO,Ammonia,NH3-N,0,1
2010,7,MO,Cause Unknown,Cause Unknown,2,2
2010,7,MO,Chlorine,Chlorine,0,4
2010,7,MO,Metals (other than Mercury),Heavy Metals,0,1
2010,7,MO,Metals (other than Mercury),Lead,10,10
2010,7,MO,Metals (other than Mercury),Lead in Sediment,2,2
2010,7,MO,Metals (other than Mercury),Nickel,0,2
2010,7,MO,Metals (other than Mercury),Zinc,10,14
2010,7,MO,Nutrients,"Nitrogen, Total",7,7
2010,7,MO,Nutrients,Nutrients,0,15
2010,7,MO,Nutrients,"Phosphorus, Total",6,6
2010,7,MO,Organic Enrichment/Oxygen Depletion,Biochemical Oxygen Demand (BOD),3,16
2010,7,MO,Organic Enrichment/Oxygen Depletion,Carbonaceous Bod (CBOD),1,1
2010,7,MO,Organic Enrichment/Oxygen Depletion,Dissolved Oxygen,5,7
2010,7,MO,Other Cause,NFR (Non Filterable Residues),0,4
2010,7,MO,Other Cause,Volatile Solids,0,4
2010,7,MO,Pathogens,Bacteria,0,4
2010,7,MO,Pathogens,Fecal Coliform,0,3
2010,7,MO,Pesticides,Chlordane in Fish Tissue,0,14
2010,7,MO,Polychlorinated Biphenyls (PCBs),PCB(s) in Fish Tissue,0,7
2010,7,MO,Salinity/Total Dissolved Solids/Chlorides/Sulfates,Sulfate,0,11
2010,7,MO,Sediment,Inorganic Sediment,4,4
2010,7,MO,Sediment,Sediment,0,26
2010,7,MO,Sediment,Suspended Sediment/Siltation,4,4
2010,7,MO,Temperature,Temperature,0,4
2010,7,MO,Turbidity,Total Suspended Solids (TSS),6,8
2010,7,MO,pH/Acidity/Caustic Conditions,pH,0,10
2010,7,NE,Algal Growth,Algae,0,1
2010,7,NE,Ammonia,Ammonia,0,2
2010,7,NE,Noxious Aquatic Plants,Macrophytes,0,1
2010,7,NE,Nutrients,Nutrients,0,7
2010,7,NE,Nutrients,"Phosphorus, Total",0,1
2010,7,NE,Organic Enrichment/Oxygen Depletion,Dissolved Oxygen,0,3
2010,7,NE,Pathogens,Escherichia Coli (E. Coli),0,53
2010,7,NE,Pathogens,Fecal Coliform,0,13
2010,7,NE,Pathogens,Pathogens,0,6
2010,7,NE,Pesticides,Atrazine,0,3
2010,7,NE,Salinity/Total Dissolved Solids/Chlorides/Sulfates,Sulfide,0,1
2010,7,NE,Sediment,Sediment,0,2
2010,7,NE,Sediment,Sedimentation,0,1
2010,7,NE,Sediment,Sedimentation/Siltation,0,1
2010,7,NE,Sediment,Siltation,0,4
2010,7,NE,Turbidity,Turbidity,0,1
2010,8,CO,Ammonia,Ammonia,0,128
2010,8,CO,Ammonia,"Ammonia, Un-ionized",0,41
2010,8,CO,Chlorine,Chlorine,0,45
2010,8,CO,Chlorine,"Chlorine, Residual (Chlorine Demand)",0,14
2010,8,CO,Chlorine,Total Residual Chlorine,0,99
2010,8,CO,Mercury,Mercury,0,27
2010,8,CO,Mercury,Mercury in Fish Tissue,0,1
2010,8,CO,Metals (other than Mercury),Aluminum,0,8
2010,8,CO,Metals (other than Mercury),Arsenic,0,7
2010,8,CO,Metals (other than Mercury),Beryllium,0,1
2010,8,CO,Metals (other than Mercury),Cadmium,10,52
2010,8,CO,Metals (other than Mercury),Chromium III,0,4
2010,8,CO,Metals (other than Mercury),Chromium IV,0,1
2010,8,CO,Metals (other than Mercury),"Chromium, Hexavalent",0,8
2010,8,CO,Metals (other than Mercury),"Chromium, Total",0,4
2010,8,CO,Metals (other than Mercury),Contaminated Sediments (Copper),0,1
2010,8,CO,Metals (other than Mercury),Contaminated Sediments (Nickel),0,1
2010,8,CO,Metals (other than Mercury),Copper,3,71
2010,8,CO,Metals (other than Mercury),Iron,1,39
2010,8,CO,Metals (other than Mercury),Lead,0,39
2010,8,CO,Metals (other than Mercury),Manganese,1,22
2010,8,CO,Metals (other than Mercury),Nickel,0,3
2010,8,CO,Metals (other than Mercury),Selenium,0,17
2010,8,CO,Metals (other than Mercury),Silver,0,26
2010,8,CO,Metals (other than Mercury),Thallium,0,1
2010,8,CO,Metals (other than Mercury),Zinc,7,76
2010,8,CO,Nutrients,Nitrate,0,2
2010,8,CO,Nutrients,Nitrogen,0,1
2010,8,CO,Nutrients,Phosphorus,0,6
2010,8,CO,Nutrients,Total Inorganic Nitrogen,0,3
2010,8,CO,Organic Enrichment/Oxygen Depletion,Dissolved Oxygen,0,3
2010,8,CO,Pathogens,Escherichia Coli (E. Coli),0,22
2010,8,CO,Pathogens,Fecal,0,20
2010,8,CO,Pathogens,Fecal Coliform,0,126
2010,8,CO,Pesticides,"1,2-Dichloroethane",0,1
2010,8,CO,Radiation,Radium,0,2
2010,8,CO,Radiation,Uranium,0,3
2010,8,CO,Salinity/Total Dissolved Solids/Chlorides/Sulfates,Chloride,0,4
2010,8,CO,Salinity/Total Dissolved Solids/Chlorides/Sulfates,Sulfate,0,1
2010,8,CO,Salinity/Total Dissolved Solids/Chlorides/Sulfates,Sulfide,0,3
2010,8,CO,Sediment,Sediment,0,5
2010,8,CO,Toxic Inorganics,Antimony,0,1
2010,8,CO,Toxic Inorganics,Boron,0,8
2010,8,CO,Toxic Inorganics,Cyanide,0,17
2010,8,CO,Toxic Inorganics,Fluoride,0,1
2010,8,CO,Toxic Organics,Benzene,0,2
2010,8,CO,Toxic Organics,Benzo[a]pyrene,0,1
2010,8,CO,Toxic Organics,MTBE,0,2
2010,8,CO,Toxic Organics,Other Toxic Organics,0,1
2010,8,CO,Toxic Organics,Tetrachloroethene,0,1
2010,8,CO,Toxic Organics,Trichloroethene,0,1
2010,8,CO,pH/Acidity/Caustic Conditions,pH,0,4
2010,8,MT,Ammonia,Ammonia,0,5
2010,8,MT,Chlorine,Total Residual Chlorine,0,6
2010,8,MT,Mercury,Mercury,0,5
2010,8,MT,Metals (other than Mercury),Aluminum,0,9
2010,8,MT,Metals (other than Mercury),Arsenic,11,37
2010,8,MT,Metals (other than Mercury),Cadmium,9,42
2010,8,MT,Metals (other than Mercury),"Chromium, Total",0,2
2010,8,MT,Metals (other than Mercury),Copper,11,54
2010,8,MT,Metals (other than Mercury),Iron,10,32
2010,8,MT,Metals (other than Mercury),Lead,13,61
2010,8,MT,Metals (other than Mercury),Manganese,0,12
2010,8,MT,Metals (other than Mercury),Nickel,0,1
2010,8,MT,Metals (other than Mercury),Selenium,1,5
2010,8,MT,Metals (other than Mercury),Silver,0,2
2010,8,MT,Metals (other than Mercury),Tin,0,3
2010,8,MT,Metals (other than Mercury),Zinc,8,38
2010,8,MT,Noxious Aquatic Plants,Noxious Aquatic Plants,0,1
2010,8,MT,Nutrients,Nitrate,0,1
2010,8,MT,Nutrients,Nitrite/Nitrate,3,3
2010,8,MT,Nutrients,Nitrogen,0,21
2010,8,MT,Nutrients,"Nitrogen, Total",1,25
2010,8,MT,Nutrients,Nutrients,0,1
2010,8,MT,Nutrients,Phosphorus,0,30
2010,8,MT,Nutrients,"Phosphorus, Total",0,15
2010,8,MT,Organic Enrichment/Oxygen Depletion,Biochemical Oxygen Demand (BOD),0,1
2010,8,MT,Pathogens,Escherichia Coli (E. Coli),1,2
2010,8,MT,Pathogens,Fecal,0,7
2010,8,MT,Pathogens,Fecal Coliform,0,8
2010,8,MT,Polychlorinated Biphenyls (PCBs),Polychlorinated Biphenyls (PCBs),0,2
2010,8,MT,Salinity/Total Dissolved Solids/Chlorides/Sulfates,Salinity,0,3
2010,8,MT,Salinity/Total Dissolved Solids/Chlorides/Sulfates,Salinity/Total Dissolved Solids/Sulfates,0,2
2010,8,MT,Salinity/Total Dissolved Solids/Chlorides/Sulfates,Sulfate,0,1
2010,8,MT,Salinity/Total Dissolved Solids/Chlorides/Sulfates,Sulfates,0,1
2010,8,MT,Salinity/Total Dissolved Solids/Chlorides/Sulfates,Total Dissolved Solids (TDS),0,6
2010,8,MT,Sediment,Sediment,16,142
2010,8,MT,Sediment,Sedimentation/Siltation,9,48
2010,8,MT,Sediment,Siltation,0,19
2010,8,MT,Temperature,Temperature,3,20
2010,8,MT,Temperature,Thermal Modifications,0,10
2010,8,MT,Total Toxics,Total Toxics,0,1
2010,8,MT,Toxic Inorganics,Antimony,0,3
2010,8,MT,Toxic Inorganics,Cyanide,2,3
2010,8,MT,Toxic Inorganics,Fluoride,0,1
2010,8,MT,Turbidity,Suspended Solids,0,8
2010,8,MT,Turbidity,Total Suspended Solids (TSS),0,6
2010,8,MT,Turbidity,Turbidity,0,1
2010,8,MT,pH/Acidity/Caustic Conditions,pH,0,3
2010,8,ND,Nutrients,Nutrients,0,5
2010,8,ND,Nutrients,Phosphorus,0,22
2010,8,ND,Organic Enrichment/Oxygen Depletion,Dissolved Oxygen,1,11
2010,8,ND,Pathogens,Escherichia Coli (E. Coli),0,3
2010,8,ND,Pathogens,Fecal Coliform,21,42
2010,8,ND,Sediment,Sediment,0,8
2010,8,SD,Ammonia,Ammonia,0,131
2010,8,SD,Mercury,Mercury,0,1
2010,8,SD,Metals (other than Mercury),Arsenic,0,1
2010,8,SD,Metals (other than Mercury),Cadmium,1,3
2010,8,SD,Metals (other than Mercury),"Chromium, Total",0,2
2010,8,SD,Metals (other than Mercury),Copper,0,1
2010,8,SD,Metals (other than Mercury),Lead,0,1
2010,8,SD,Metals (other than Mercury),Selenium,0,1
2010,8,SD,Metals (other than Mercury),Silver,0,2
2010,8,SD,Metals (other than Mercury),Zinc,0,2
2010,8,SD,Nutrients,Nitrate,0,1
2010,8,SD,Nutrients,Nitrogen,0,1
2010,8,SD,Nutrients,Nutrients,0,5
2010,8,SD,Nutrients,Phosphorus,0,44
2010,8,SD,Organic Enrichment/Oxygen Depletion,Biochemical Oxygen Demand (BOD),0,3
2010,8,SD,Organic Enrichment/Oxygen Depletion,Carbonaceous Bod (CBOD),0,3
2010,8,SD,Organic Enrichment/Oxygen Depletion,Dissolved Oxygen,0,9
2010,8,SD,Other Cause,Trend,0,1
2010,8,SD,Pathogens,Escherichia Coli (E. Coli),5,5
2010,8,SD,Pathogens,Fecal,0,1
2010,8,SD,Pathogens,Fecal Coliform,10,35
2010,8,SD,Salinity/Total Dissolved Solids/Chlorides/Sulfates,Chloride,0,1
2010,8,SD,Sediment,Sediment,0,15
2010,8,SD,Toxic Inorganics,Cyanide,0,3
2010,8,SD,Turbidity,Total Suspended Solids (TSS),6,19
2010,8,UT,Ammonia,Ammonia,0,37
2010,8,UT,Ammonia,"Ammonia, Un-ionized",0,17
2010,8,UT,Chlorine,Chlorine,0,13
2010,8,UT,Chlorine,"Chlorine, Residual (Chlorine Demand)",0,9
2010,8,UT,Chlorine,Total Residual Chlorine,0,16
2010,8,UT,Habitat Alterations,Habitat,0,5
2010,8,UT,Mercury,Mercury,0,2
2010,8,UT,Metals (other than Mercury),Aluminum,0,1
2010,8,UT,Metals (other than Mercury),Cadmium,0,1
2010,8,UT,Metals (other than Mercury),"Chromium, Hexavalent",0,1
2010,8,UT,Metals (other than Mercury),Copper,0,6
2010,8,UT,Metals (other than Mercury),Iron,0,6
2010,8,UT,Metals (other than Mercury),Lead,0,4
2010,8,UT,Metals (other than Mercury),Selenium,1,4
2010,8,UT,Metals (other than Mercury),Silver,0,3
2010,8,UT,Metals (other than Mercury),Zinc,0,5
2010,8,UT,Nutrients,Phosphorus,3,46
2010,8,UT,Nutrients,"Phosphorus, Total",0,21
2010,8,UT,Organic Enrichment/Oxygen Depletion,Biochemical Oxygen Demand (BOD),0,9
2010,8,UT,Organic Enrichment/Oxygen Depletion,Dissolved Oxygen,0,43
2010,8,UT,Pathogens,Escherichia Coli (E. Coli),0,2
2010,8,UT,Pathogens,Fecal Coliform,0,1
2010,8,UT,Pathogens,Total Coliform,0,1
2010,8,UT,Radiation,Gross Alpha,0,2
2010,8,UT,Salinity/Total Dissolved Solids/Chlorides/Sulfates,Salinity/Total Dissolved Solids/Chlorides,0,1
2010,8,UT,Salinity/Total Dissolved Solids/Chlorides/Sulfates,Total Dissolved Solids (TDS),1,36
2010,8,UT,Sediment,Sediment,0,10
2010,8,UT,Temperature,Temperature,0,5
2010,8,UT,Temperature,Thermal Modifications,0,1
2010,8,UT,Toxic Inorganics,Boron,1,1
2010,8,UT,Toxic Inorganics,Cyanide,0,1
2010,8,UT,Turbidity,Total Suspended Solids (TSS),0,2
2010,8,WY,Ammonia,Ammonia,0,32
2010,8,WY,Ammonia,"Ammonia, Un-ionized",0,47
2010,8,WY,Chlorine,Chlorine,0,48
2010,8,WY,Chlorine,"Chlorine, Residual (Chlorine Demand)",0,13
2010,8,WY,Chlorine,Total Residual Chlorine,0,49
2010,8,WY,Metals (other than Mercury),Arsenic,0,3
2010,8,WY,Metals (other than Mercury),Chromium IV,0,1
2010,8,WY,Metals (other than Mercury),"Chromium, Total",0,1
2010,8,WY,Metals (other than Mercury),Copper,0,2
2010,8,WY,Metals (other than Mercury),Iron,0,5
2010,8,WY,Metals (other than Mercury),Manganese,0,2
2010,8,WY,Metals (other than Mercury),Selenium,0,2
2010,8,WY,Metals (other than Mercury),Zinc,0,3
2010,8,WY,Nutrients,Nitrate,0,1
2010,8,WY,Nutrients,Nitrates,0,1
2010,8,WY,Pathogens,Escherichia Coli (E. Coli),11,12
2010,8,WY,Pathogens,Fecal,0,12
2010,8,WY,Pathogens,Fecal Coliform,0,82
2010,8,WY,Radiation,Radium,0,4
2010,8,WY,Radiation,Radium 226,0,8
2010,8,WY,Salinity/Total Dissolved Solids/Chlorides/Sulfates,Chloride,0,3
2010,8,WY,Salinity/Total Dissolved Solids/Chlorides/Sulfates,Chlorides,0,7
2010,8,WY,Salinity/Total Dissolved Solids/Chlorides/Sulfates,Sulfide,0,1
2010,8,WY,Salinity/Total Dissolved Solids/Chlorides/Sulfates,Total Dissolved Solids (TDS),0,1
2010,8,WY,Sediment,Sediment,3,3
2010,8,WY,Temperature,Temperature,0,2
2010,8,WY,Toxic Organics,Pentachlorophenol (PCP),0,2
2010,8,WY,Toxic Organics,Phenols,0,2
2010,9,AS,Mercury,Mercury in Fish Tissue,0,1
2010,9,AS,Polychlorinated Biphenyls (PCBs),PCB(s) in Fish Tissue,0,1
2010,9,AZ,Algal Growth,Chlorophyll-A,0,1
2010,9,AZ,Ammonia,Ammonia,0,1
2010,9,AZ,Mercury,Mercury,0,2
2010,9,AZ,Metals (other than Mercury),Arsenic,0,1
2010,9,AZ,Metals (other than Mercury),Beryllium,0,1
2010,9,AZ,Metals (other than Mercury),Cadmium,0,4
2010,9,AZ,Metals (other than Mercury),Copper,0,8
2010,9,AZ,Metals (other than Mercury),Lead,0,1
2010,9,AZ,Metals (other than Mercury),Zinc,0,5
2010,9,AZ,Nutrients,Nitrogen,0,6
2010,9,AZ,Nutrients,"Nitrogen, Total",0,6
2010,9,AZ,Nutrients,Phosphorus,0,1
2010,9,AZ,Nutrients,"Phosphorus, Total",0,9
2010,9,AZ,Organic Enrichment/Oxygen Depletion,Dissolved Oxygen,0,3
2010,9,AZ,Pathogens,Escherichia Coli (E. Coli),0,5
2010,9,AZ,Pathogens,Total Coliform,0,1
2010,9,AZ,Turbidity,Turbidity,0,7
2010,9,AZ,pH/Acidity/Caustic Conditions,pH,0,8
2010,9,CA,Algal Growth,Algae,0,8
2010,9,CA,Ammonia,Ammonia,0,10
2010,9,CA,Ammonia,Ammonia Nitrogen,14,30
2010,9,CA,Ammonia,NH3,0,2
2010,9,CA,Mercury,Mercury,7,28
2010,9,CA,Metals (other than Mercury),Aluminum,0,1
2010,9,CA,Metals (other than Mercury),Cadmium,0,9
2010,9,CA,Metals (other than Mercury),"Chromium, Total",0,1
2010,9,CA,Metals (other than Mercury),Copper,1,33
2010,9,CA,Metals (other than Mercury),Lead,1,32
2010,9,CA,Metals (other than Mercury),Nickel,0,4
2010,9,CA,Metals (other than Mercury),Selenium,0,22
2010,9,CA,Metals (other than Mercury),Silver,0,1
2010,9,CA,Metals (other than Mercury),Zinc,1,20
2010,9,CA,Nutrients,Inorganic Nitrogen,0,2
2010,9,CA,Nutrients,Nitrate,0,23
2010,9,CA,Nutrients,Nitrate as Nitrate (NO3),0,1
2010,9,CA,Nutrients,Nitrate/Nitrite,0,22
2010,9,CA,Nutrients,Nitrates,0,1
2010,9,CA,Nutrients,Nitrite,0,13
2010,9,CA,Nutrients,Nitrogen,0,18
2010,9,CA,Nutrients,"Nitrogen, Total",0,11
2010,9,CA,Nutrients,Orthophosphorus,0,1
2010,9,CA,Nutrients,Phosphorus,0,15
2010,9,CA,Nutrients,"Phosphorus, Total",0,10
2010,9,CA,Organic Enrichment/Oxygen Depletion,Biochemical Oxygen Demand (BOD),0,2
2010,9,CA,Organic Enrichment/Oxygen Depletion,Dissolved Oxygen,0,2
2010,9,CA,Organic Enrichment/Oxygen Depletion,Organic Enrichment/Low Dissolved Oxygen,0,7
2010,9,CA,Other Cause,Chema,0,8
2010,9,CA,Pathogens,Bacteria,0,5
2010,9,CA,Pathogens,Beach Closures,0,45
2010,9,CA,Pathogens,Coliforms,0,37
2010,9,CA,Pathogens,Enterococcus Bacteria,3,6
2010,9,CA,Pathogens,Fecal Coliform,15,21
2010,9,CA,Pathogens,High Coliform Count,0,14
2010,9,CA,Pathogens,Pathogens,0,29
2010,9,CA,Pathogens,Total Coliform,2,6
2010,9,CA,Pathogens,Total and Fecal Coliform,0,1
2010,9,CA,Pesticides,Chlordane,0,16
2010,9,CA,Pesticides,Chlordane in Fish Tissue,0,6
2010,9,CA,Pesticides,Chlordane in Sediments,0,3
2010,9,CA,Pesticides,Chlorpyrifos,0,51
2010,9,CA,Pesticides,DDT,0,18
2010,9,CA,Pesticides,DDT in Sediment,0,5
2010,9,CA,Pesticides,DDT in Tissue,0,10
2010,9,CA,Pesticides,Dacthal,0,1
2010,9,CA,Pesticides,Diazinon,0,88
2010,9,CA,Pesticides,Dieldrin,0,16
2010,9,CA,Pesticides,Dieldrin in Tissue,0,3
2010,9,CA,Pesticides,Endosulfan,0,1
2010,9,CA,Pesticides,Hexachlorocyclohexane (HCH),0,9
2010,9,CA,Pesticides,Toxaphene,0,17
2010,9,CA,Polychlorinated Biphenyls (PCBs),PCB(s) in Fish Tissue,0,5
2010,9,CA,Polychlorinated Biphenyls (PCBs),Polychlorinated Biphenyls (PCBs),7,19
2010,9,CA,Polychlorinated Biphenyls (PCBs),Total PCBs,0,5
2010,9,CA,Salinity/Total Dissolved Solids/Chlorides/Sulfates,Chloride,3,25
2010,9,CA,Salinity/Total Dissolved Solids/Chlorides/Sulfates,Salinity,0,1
2010,9,CA,Salinity/Total Dissolved Solids/Chlorides/Sulfates,Sulfates,0,9
2010,9,CA,Salinity/Total Dissolved Solids/Chlorides/Sulfates,Total Dissolved Solids (TDS),0,10
2010,9,CA,Sediment,Sediment,1,45
2010,9,CA,Sediment,Sedimentation/Siltation,0,4
2010,9,CA,Sediment,Siltation,0,10
2010,9,CA,Sediment,Suspended Sediment,0,3
2010,9,CA,Temperature,Temperature,0,11
2010,9,CA,Total Toxics,Sediment Toxicity,0,8
2010,9,CA,Total Toxics,Toxicity,0,41
2010,9,CA,Toxic Inorganics,Boron,0,3
2010,9,CA,Toxic Organics,Polycyclic Aromatic Hydrocarbons (PAHs) (Aquatic Ecosystems),0,1
2010,9,CA,Trash,Trash,0,66
2010,9,CA,Turbidity,Total Suspended Solids (TSS),0,1
2010,9,CA,Turbidity,Turbidity,0,1
2010,9,GU,Pathogens,Enterococcus Bacteria,17,17
2010,9,GU,Sediment,Sediment,0,1
2010,9,HI,Nutrients,Nitrate,0,1
2010,9,HI,Nutrients,Nitrite/Nitrate,0,4
2010,9,HI,Nutrients,Nitrogen,0,4
2010,9,HI,Nutrients,"Nitrogen, Total",4,8
2010,9,HI,Nutrients,Nutrients,0,1
2010,9,HI,Nutrients,Phosphate,0,1
2010,9,HI,Nutrients,Phosphorus,0,4
2010,9,HI,Nutrients,"Phosphorus, Total",2,4
2010,9,HI,Pathogens,Enterococcus Bacteria,0,7
2010,9,HI,Sediment,Suspended Sediment,0,1
2010,9,HI,Turbidity,Total Suspended Solids (TSS),2,7
2010,9,HI,Turbidity,Turbidity,2,15
2010,9,NV,Metals (other than Mercury),Arsenic,0,1
2010,9,NV,Metals (other than Mercury),Cadmium,0,1
2010,9,NV,Metals (other than Mercury),Copper,0,2
2010,9,NV,Metals (other than Mercury),Iron,0,4
2010,9,NV,Metals (other than Mercury),Nickel,0,1
2010,9,NV,Nutrients,"Phosphorus, Total",0,14
2010,9,NV,Organic Enrichment/Oxygen Depletion,Dissolved Oxygen,0,1
2010,9,NV,Other Cause,Solids,0,1
2010,9,NV,Salinity/Total Dissolved Solids/Chlorides/Sulfates,Total Dissolved Solids (TDS),0,1
2010,9,NV,Temperature,Temperature,0,3
2010,9,NV,Toxic Inorganics,Boron,0,1
2010,9,NV,Turbidity,Total Suspended Solids (TSS),0,15
2010,9,NV,Turbidity,Turbidity,0,15
2010,9,NV,pH/Acidity/Caustic Conditions,pH,0,1
2010,10,AK,Mercury,Mercury,0,1
2010,10,AK,Metals (other than Mercury),Arsenic,0,1
2010,10,AK,Metals (other than Mercury),Cobalt,0,1
2010,10,AK,Metals (other than Mercury),Contaminated Sediments (Cadmium),1,1
2010,10,AK,Metals (other than Mercury),Contaminated Sediments (Copper),1,1
2010,10,AK,Metals (other than Mercury),Contaminated Sediments (Lead),1,1
2010,10,AK,Metals (other than Mercury),Contaminated Sediments (Zinc),1,1
2010,10,AK,Metals (other than Mercury),Copper,0,1
2010,10,AK,Metals (other than Mercury),Iron,0,1
2010,10,AK,Metals (other than Mercury),Lead,0,1
2010,10,AK,Metals (other than Mercury),Manganese,0,1
2010,10,AK,Metals (other than Mercury),Silver,0,1
2010,10,AK,Metals (other than Mercury),Zinc,0,1
2010,10,AK,Organic Enrichment/Oxygen Depletion,Dissolved Oxygen,0,3
2010,10,AK,Other Cause,Debris,0,2
2010,10,AK,Other Cause,Residues,0,6
2010,10,AK,Pathogens,Fecal Coliform,0,15
2010,10,AK,Pathogens,Seafood Residue,0,2
2010,10,AK,Polychlorinated Biphenyls (PCBs),Polychlorinated Biphenyls (PCBs),0,1
2010,10,AK,Sediment,Sediment,1,2
2010,10,AK,Total Toxics,Toxic & Other Deleterious Substances,0,1
2010,10,AK,Toxic Organics,Polycyclic Aromatic Hydrocarbons (PAHs) (Aquatic Ecosystems),2,2
